Body Type,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission,Glass,Metal,Paper,Plastic,Airfryer,Grill,Microwave,Oven,Stove,Sex_male,Social Activity_often,Social Activity_sometimes,Energy efficiency_Sometimes,Energy efficiency_Yes
2,0,3,1,1,0,1.5384767352898632,1,-0.7129196347423251,2,0.9925261253242339,-1.708299673391665,-0.9599271538090607,1.2520383470046432,2233,0,0,0,1,1,1,0,0,0,True,False,False,False,False
0,0,0,2,2,2,-1.7150007314242983,0,2.7551188514783327,2,-1.0172463264814442,0.9654921575726189,1.2172412438016798,-1.496402195652269,3314,0,0,1,0,1,1,1,0,1,False,True,False,False,False
2,1,1,3,2,4,-0.8012581237513849,3,0.7140130146636133,1,1.4949692382756534,1.6691215867737461,0.26473006984698083,1.5268824012703344,1937,0,0,1,1,0,0,1,1,0,False,False,True,True,False
1,2,1,3,1,0,0.05710614406256405,0,-0.05577959883169553,3,0.9925261253242339,1.5283957009335207,-1.43618274078641,0.0152401028090327,1487,0,0,1,1,1,1,1,0,1,True,False,True,False,False
1,1,2,3,0,0,-1.1889065027641361,3,-0.7262790750328159,0,0.9925261253242339,0.121136842531266,-1.5042192532117458,0.8397722656061064,1458,0,0,0,1,0,0,1,1,0,True,False,False,False,False
1,3,2,2,2,4,-0.7874135387866439,3,0.5078443550454983,1,0.9925261253242339,-0.5824925866698614,-0.9599271538090607,0.977194292738952,1669,0,1,0,1,1,1,0,1,1,False,False,False,True,False
0,3,1,0,0,0,0.29246408846316296,0,-0.6991991284980372,0,-1.0172463264814442,0.9654921575726189,-1.096000178659732,-1.221558141386578,819,0,0,1,0,0,0,1,0,1,False,False,False,False,False
0,1,0,3,0,0,-1.3965752772352529,3,-0.7089479092505575,1,0.9925261253242339,0.9654921575726189,-1.43618274078641,0.5649282113404152,1155,1,0,1,1,0,0,1,1,0,False,False,True,False,True
1,1,2,0,1,0,0.18170740874523406,0,-0.44428656511732045,1,-0.5148032135300246,-0.8639443583503124,-1.5042192532117458,0.0152401028090327,942,0,1,0,1,0,0,1,0,0,False,False,False,False,True
0,2,0,2,0,0,0.9293149968412542,0,-0.7114753709271369,1,-0.5148032135300246,-0.5824925866698614,-0.3475985419810399,-1.6338242227851147,710,1,1,1,0,1,1,0,1,0,False,False,False,True,False
0,3,2,0,2,1,1.4692538104661577,3,-0.609654771956369,2,-1.5196894394328635,-0.5824925866698614,0.7409856568243304,0.42750618420756953,2200,1,0,0,1,1,1,1,0,1,True,False,False,False,False
0,2,0,3,0,0,0.1124844839215285,3,-0.7103921730657458,2,1.4949692382756534,0.8247662717323934,1.2852777562270155,-0.9467140871208866,2206,0,0,0,0,1,1,1,1,1,False,True,False,False,False
0,3,1,0,1,0,-0.8566364636103494,3,-0.1355751746208434,3,0.9925261253242339,-1.1453961300307633,-0.9599271538090607,1.66430442840318,2497,1,0,0,0,0,0,1,1,1,True,False,False,True,False
1,1,0,2,0,0,1.7323009247962387,4,-0.7002823263594283,3,-1.5196894394328635,-1.708299673391665,-0.27956202955570425,-0.6718700328551954,2387,0,1,0,1,1,1,1,0,1,True,False,False,False,False
3,2,0,1,1,0,-1.4796427870236994,0,-0.35004835117629063,0,-1.0172463264814442,-0.019589043308959476,-1.5722557656370815,-1.221558141386578,535,1,0,1,1,0,0,0,0,1,False,False,False,False,False
1,2,2,0,1,0,-1.438109032129476,1,-0.26700318180296934,0,0.9925261253242339,-0.019589043308959476,1.0811682189510086,0.42750618420756953,1922,0,1,0,0,0,0,1,0,1,True,False,False,False,False
0,2,3,1,0,0,-1.6042440517063694,3,-0.7298897345707864,0,-0.01236010057860512,1.1062180434128444,1.4893872935030223,1.2520383470046432,1778,1,1,1,1,1,1,1,1,0,True,False,True,False,True
2,0,2,0,0,0,-1.7011561464595573,1,-0.705337249712587,0,-0.01236010057860512,0.40258861421171693,-0.007415979854361704,0.5649282113404152,1854,1,0,0,0,1,1,1,0,1,True,False,False,False,False
0,2,3,0,0,0,0.015572389168340712,3,-0.7067815135277753,3,-1.0172463264814442,-0.7232184725100869,0.809022169249666,1.389460374137489,2168,0,0,1,1,0,0,1,0,1,True,False,False,True,False
1,1,3,3,1,0,-0.13671804544381153,4,-0.24894988411311686,1,0.9925261253242339,0.121136842531266,-0.9599271538090607,-1.496402195652269,2304,0,0,0,0,0,0,0,1,1,False,True,False,True,False
3,2,3,3,0,0,-0.7874135387866439,0,-0.726640140986613,0,1.4949692382756534,-0.44176670082963587,1.4893872935030223,-1.3589801685194234,1657,1,0,0,1,1,1,0,0,1,True,True,False,True,False
0,3,1,1,0,0,-0.2059409702675171,1,-0.7096700411581517,3,-1.5196894394328635,-1.1453961300307633,0.12865704499630956,-0.3970259785895041,1125,1,0,0,0,0,0,0,1,0,False,False,False,True,False
3,0,3,3,2,5,-1.4796427870236994,0,2.0051848654418616,1,0.4900830123728144,1.5283957009335207,0.06062053257097393,0.0152401028090327,2428,0,1,1,0,0,0,1,0,0,False,False,False,False,False
2,2,2,0,2,4,0.8324029020880663,0,-0.09730218351835619,1,1.4949692382756534,-1.5675737875514397,0.26473006984698083,-0.5344480057223497,1685,0,1,1,1,1,1,0,0,1,True,False,False,True,False
1,1,3,3,0,0,-1.0643052380814662,3,-0.7143638985575133,0,0.9925261253242339,-1.2861220158709887,0.6729491443989947,0.1526621299418783,1831,0,0,1,1,1,1,0,1,1,True,False,True,False,False
3,0,0,0,0,0,-0.025961365725882625,4,-0.7284454707555982,2,-1.5196894394328635,1.6691215867737461,-0.3475985419810399,0.5649282113404152,3052,0,0,1,1,0,0,1,0,1,True,False,False,False,True
3,2,1,2,1,0,-1.1058389929756893,3,-0.39734799112370406,0,1.4949692382756534,1.6691215867737461,-1.0279636662343963,-1.3589801685194234,1725,1,0,1,0,0,0,0,1,0,False,True,False,False,True
2,3,3,1,1,0,0.7493353922996197,4,-0.6797015669929966,0,-0.01236010057860512,-0.44176670082963587,1.0811682189510086,-0.809292059988041,3152,1,0,0,1,1,1,1,0,1,True,True,False,True,False
1,1,1,1,0,0,-1.5765548817768873,1,-0.7244737452638307,0,-0.5148032135300246,1.6691215867737461,-1.5042192532117458,1.5268824012703344,1067,0,0,0,1,1,1,1,0,0,True,False,False,False,True
1,2,1,2,2,5,-0.4274543297033749,1,-0.028699652296916837,2,-1.0172463264814442,-1.2861220158709887,-0.6877811041077181,0.2900841570747239,1497,1,0,1,1,0,0,0,0,1,True,True,False,True,False
3,1,0,3,2,5,-0.5520555943860449,4,-0.396986925169907,0,0.9925261253242339,-0.30104081498941043,-1.640292278062417,0.5649282113404152,2669,1,0,0,0,1,1,0,0,1,True,False,False,True,False
2,2,2,1,2,5,-1.0643052380814662,4,0.322256454793815,1,-1.0172463264814442,-0.44176670082963587,-0.9599271538090607,-0.3970259785895041,2423,1,0,1,1,0,0,1,0,1,False,False,False,False,True
0,1,3,3,0,0,-0.19209638530277598,1,-0.7230294814486424,0,-1.5196894394328635,-0.019589043308959476,-1.096000178659732,1.1146163198717975,648,0,0,1,1,1,1,0,1,0,False,False,False,True,False
3,0,1,0,1,0,-0.16440721537329375,1,-0.16518258283220144,2,0.9925261253242339,-0.7232184725100869,0.7409856568243304,-1.3589801685194234,2335,0,1,0,1,1,1,0,0,0,False,False,True,False,False
0,3,2,2,0,0,0.029416974133081825,4,-0.7056983156663841,0,0.9925261253242339,0.121136842531266,-0.41563505440637555,0.0152401028090327,1787,1,1,0,1,0,0,1,1,0,False,False,True,True,False
2,0,2,2,0,0,1.4830983954308987,3,-0.7111143049733398,0,0.9925261253242339,-1.708299673391665,-0.7558176165330537,0.0152401028090327,2485,0,0,0,0,1,1,1,0,0,True,True,False,True,False
1,3,3,1,2,3,1.400030885642452,0,-0.05325213715511618,2,-0.01236010057860512,-0.5824925866698614,0.12865704499630956,-1.496402195652269,1886,0,0,1,0,1,1,0,0,0,True,False,True,True,False
1,0,2,0,1,0,-0.8981702185045727,1,-0.5702985829924907,1,1.4949692382756534,0.26186272837149144,0.12865704499630956,-1.0841361142537322,1666,0,1,0,0,0,0,1,0,0,False,False,True,False,True
0,0,1,0,1,0,1.289274205924523,0,-0.16157192329423095,3,-1.5196894394328635,-1.2861220158709887,-0.7558176165330537,0.42750618420756953,1439,0,0,0,1,1,1,1,1,1,False,False,True,False,False
2,1,2,3,1,0,-1.410419862199994,0,-0.052168939293725035,1,-0.5148032135300246,-1.4268479017112141,-0.6877811041077181,-0.9467140871208866,907,0,1,0,0,1,1,1,0,0,True,False,False,False,True
1,3,3,3,0,0,0.8739366569822897,1,-0.7226684154948454,3,-0.01236010057860512,-0.019589043308959476,-1.2320732035104032,1.389460374137489,1253,0,0,1,0,1,1,0,0,1,True,False,False,True,False
3,1,2,1,2,2,-0.13671804544381153,3,1.9766606550918946,3,0.4900830123728144,1.6691215867737461,0.7409856568243304,0.42750618420756953,5533,0,1,1,0,0,0,1,0,0,True,False,False,True,False
0,0,0,1,1,0,0.08479531399204628,4,-0.4738939733286785,0,-0.5148032135300246,-0.7232184725100869,-1.7083287904877527,-0.3970259785895041,1935,0,1,0,0,0,0,1,0,0,False,False,True,False,False
3,2,1,2,2,4,-1.5073319569531818,1,0.23090676848316155,3,-1.0172463264814442,0.8247662717323934,0.809022169249666,-0.5344480057223497,1487,1,1,1,0,1,1,0,0,1,True,False,False,True,False
3,3,0,3,0,0,-0.9673931433282783,1,-0.7013655242208195,0,-0.5148032135300246,1.6691215867737461,0.6729491443989947,-0.809292059988041,1541,0,0,0,0,1,1,1,0,0,True,False,True,True,False
3,3,2,0,1,0,-1.2165956726936182,1,-0.5887129466361402,2,0.9925261253242339,1.3876698150932953,-0.41563505440637555,0.0152401028090327,2092,0,0,0,0,1,1,0,0,0,False,False,True,False,True
1,2,2,1,0,0,1.5246321503251221,4,-0.7125585687885281,0,-0.01236010057860512,-1.2861220158709887,0.1966935574216452,0.1526621299418783,2638,1,1,0,0,0,0,0,0,0,True,True,False,False,False
1,0,3,0,0,0,0.4585991080400563,4,-0.7132807006961221,0,-0.01236010057860512,-0.8639443583503124,0.06062053257097393,1.66430442840318,2504,0,1,1,1,0,0,0,1,0,False,True,False,False,False
1,1,1,1,0,0,-1.1335281629051717,0,-0.7309729324321775,0,-0.01236010057860512,-1.0046702441905377,0.6049126319736591,-0.9467140871208866,1115,1,1,0,1,1,1,0,1,0,False,True,False,False,False
0,2,3,3,2,3,-0.8566364636103494,1,0.19443910714965956,0,-0.01236010057860512,-1.1453961300307633,-0.21152551713036863,0.0152401028090327,1283,0,1,1,1,1,1,1,1,0,False,False,True,False,False
0,3,1,2,1,0,-0.30285306502070486,4,-0.4085410356914126,3,-0.5148032135300246,-1.2861220158709887,-0.27956202955570425,-0.5344480057223497,2590,0,0,0,0,0,0,0,0,0,True,False,True,False,False
0,0,0,0,2,5,1.7184563398314976,1,0.5082054209992953,0,-1.5196894394328635,0.8247662717323934,1.3533142686523512,-0.3970259785895041,2464,1,1,1,0,0,0,1,0,0,True,True,False,False,False
3,1,3,2,0,0,0.20939657867471628,4,-0.7327782622011628,2,-1.0172463264814442,1.6691215867737461,1.6934968307790292,-0.25960395145665854,3015,1,0,1,0,0,0,1,1,1,False,False,True,False,False
1,0,1,3,1,0,1.3308079608187464,0,-0.19478999104355949,1,0.9925261253242339,1.6691215867737461,-0.9599271538090607,0.1526621299418783,1144,1,1,1,0,1,1,1,0,1,True,False,True,False,True
1,2,3,2,1,0,-0.48283266956233933,4,-0.719418821910672,1,-0.5148032135300246,1.2469439292530697,1.3533142686523512,0.0152401028090327,2351,1,1,1,1,1,1,0,0,0,False,True,False,False,False
0,0,0,2,0,0,0.16786282378049294,1,-0.7226684154948454,2,1.4949692382756534,-1.1453961300307633,1.0811682189510086,-1.6338242227851147,1689,0,1,1,1,0,0,0,1,0,False,True,False,True,False
0,1,1,1,2,5,-1.3827306922705116,3,0.9992551181632824,3,-1.5196894394328635,1.1062180434128444,-1.7083287904877527,1.5268824012703344,1732,1,1,1,1,0,0,0,0,0,True,False,False,False,True
2,0,0,3,0,0,0.4309099381105741,1,-0.7150860304651074,1,-0.5148032135300246,0.5433145000519424,1.4893872935030223,-0.12218192432381292,1733,0,1,0,1,1,1,0,0,1,True,False,True,True,False
2,1,1,3,0,0,0.9985379216649597,1,-0.719779887864469,1,1.4949692382756534,-0.16031492914918494,-1.1640366910850675,-0.25960395145665854,1305,1,1,0,0,0,0,1,0,1,True,False,False,False,False
2,1,0,0,1,0,1.4277200555719343,0,-0.40168078256926865,0,-1.5196894394328635,-0.019589043308959476,1.6254603183536935,-1.221558141386578,1941,0,0,0,1,1,1,1,1,0,True,False,False,False,False
1,1,3,1,0,0,0.14017365385101072,0,-0.7143638985575133,2,-1.5196894394328635,0.6840403858921679,0.6049126319736591,-1.221558141386578,996,1,0,1,1,0,0,1,0,1,True,False,False,True,False
2,3,0,3,1,0,-1.6042440517063694,1,-0.2554490712814637,3,0.9925261253242339,0.9654921575726189,1.6254603183536935,-0.9467140871208866,1921,0,1,0,0,0,0,1,0,1,False,False,True,True,False
3,0,3,1,1,0,-1.1612173328346538,0,-0.3767672317572723,2,0.4900830123728144,0.9654921575726189,1.2172412438016798,0.977194292738952,1916,0,0,1,0,1,1,0,0,1,False,False,False,True,False
0,2,0,0,0,0,-1.7011561464595573,3,-0.7215852176334543,2,-0.01236010057860512,-1.5675737875514397,1.4893872935030223,0.2900841570747239,2183,1,1,0,1,1,1,0,1,0,True,False,True,False,True
1,2,0,0,1,0,-1.1058389929756893,4,-0.6240974101082509,1,-0.01236010057860512,-1.2861220158709887,-0.8238541289583894,-1.0841361142537322,2315,1,1,0,1,0,0,0,0,0,True,False,False,False,False
2,3,3,1,0,0,0.1124844839215285,4,-0.7067815135277753,3,1.4949692382756534,-1.5675737875514397,-1.0279636662343963,-1.0841361142537322,2917,1,1,0,0,1,1,0,0,1,False,True,False,False,False
2,0,1,3,2,4,-0.5243664244565627,1,2.4247435037540326,3,0.4900830123728144,1.2469439292530697,-1.0279636662343963,0.977194292738952,1511,0,0,1,1,1,1,0,1,0,False,True,False,True,False
2,0,1,1,1,0,1.2477404510302998,0,-0.3197188110573385,1,-0.01236010057860512,1.3876698150932953,-0.8238541289583894,-0.25960395145665854,1248,0,0,1,0,0,0,1,0,0,False,False,True,False,True
1,3,2,2,2,4,-0.13671804544381153,4,-0.7078647113891664,1,0.4900830123728144,1.3876698150932953,0.40080309469765213,-0.5344480057223497,2899,1,0,0,0,1,1,0,1,0,True,False,True,False,True
2,2,3,1,2,4,-1.548865711847405,0,0.09297957413268874,2,1.4949692382756534,0.8247662717323934,-0.9599271538090607,0.7023502384732607,1340,0,1,1,0,0,0,1,0,0,False,False,True,False,False
2,0,0,3,1,0,-1.6596223915653339,0,-0.6399843120753211,3,-0.5148032135300246,1.5283957009335207,1.557423805928358,-0.12218192432381292,1607,0,0,0,0,1,1,0,0,1,False,False,True,False,False
2,1,0,0,1,0,1.0123825066297008,0,-0.40168078256926865,0,1.4949692382756534,-1.2861220158709887,-0.07545249227969734,0.42750618420756953,1255,1,1,1,1,0,0,0,1,1,False,False,False,True,False
1,3,2,3,0,0,1.635388830043051,0,-0.7143638985575133,0,0.9925261253242339,-1.2861220158709887,-1.7083287904877527,-1.6338242227851147,494,1,1,0,0,1,1,1,0,1,False,False,True,True,False
0,2,0,3,2,4,-0.05365053565536485,4,0.938234971971581,2,0.4900830123728144,0.9654921575726189,-0.21152551713036863,-1.496402195652269,2591,0,0,0,1,1,1,1,0,1,True,True,False,False,True
2,1,2,1,2,5,-0.41360974473863377,4,2.2207412398587,2,-1.5196894394328635,-0.8639443583503124,-1.1640366910850675,0.42750618420756953,4019,0,0,1,0,0,0,0,1,0,True,False,False,True,False
1,0,1,3,1,0,-0.5243664244565627,3,-0.3056372388592536,1,-0.01236010057860512,1.2469439292530697,0.5368761195483234,-0.809292059988041,1830,0,0,1,0,1,1,0,0,0,True,False,False,True,False
3,0,1,1,1,0,0.6801124674759141,3,-0.2045387717960798,2,-0.5148032135300246,0.8247662717323934,-1.5042192532117458,1.1146163198717975,2069,0,1,1,0,1,1,1,1,1,False,False,True,False,True
1,3,0,0,2,3,-0.5659001793507861,3,-0.7028097880360077,3,-1.0172463264814442,-0.44176670082963587,-1.096000178659732,-0.9467140871208866,1789,1,0,1,0,0,0,0,1,0,True,False,True,False,False
0,0,3,1,2,1,-0.316697649985446,1,-0.7140028326037162,2,1.4949692382756534,-0.8639443583503124,-1.43618274078641,1.2520383470046432,1568,1,0,1,1,0,0,0,1,0,False,True,False,False,False
0,1,3,0,0,0,-0.38592057480915154,3,-0.7259180090790188,2,-0.01236010057860512,-1.4268479017112141,0.6729491443989947,0.42750618420756953,2146,1,1,0,0,1,1,0,0,1,True,False,False,False,True
3,3,0,3,2,4,1.0677608464886652,1,-0.17312603381573652,0,-1.5196894394328635,1.6691215867737461,1.4213507810776866,1.66430442840318,1274,0,1,1,0,1,1,0,0,0,False,False,True,False,True
1,3,2,3,1,0,1.4830983954308987,1,-0.5869076168671549,3,1.4949692382756534,-1.5675737875514397,-0.3475985419810399,-0.809292059988041,1425,1,1,0,1,0,0,1,0,0,False,False,False,True,False
2,2,0,0,1,0,0.9570041667707364,1,-0.13304771294426407,3,0.9925261253242339,-1.1453961300307633,0.06062053257097393,-0.809292059988041,2178,1,0,0,1,0,0,0,0,0,False,True,False,False,True
0,0,1,0,1,0,1.6215442450783097,0,-0.220786739716947,1,-0.5148032135300246,1.1062180434128444,1.4213507810776866,0.7023502384732607,2114,0,0,0,1,1,1,0,0,0,True,False,False,False,True
1,0,0,2,2,4,0.1263290688862696,3,2.692654441471443,0,0.4900830123728144,1.3876698150932953,-1.640292278062417,-0.3970259785895041,1610,1,0,1,0,0,0,1,1,0,True,False,True,True,False
1,3,1,0,1,0,0.666267882511173,4,-0.4013197166154716,3,-0.01236010057860512,-0.7232184725100869,0.5368761195483234,1.5268824012703344,3331,0,1,0,1,1,1,1,1,0,True,False,True,False,True
1,0,0,1,1,0,0.2370857486041985,3,-0.3439102299617408,1,1.4949692382756534,1.2469439292530697,-0.3475985419810399,0.5649282113404152,2104,1,1,0,1,1,1,1,1,0,False,True,False,False,False
3,3,3,2,2,1,-0.13671804544381153,1,-0.40529144210723916,0,-1.5196894394328635,-0.44176670082963587,1.3533142686523512,1.389460374137489,1819,1,1,1,1,1,1,0,1,1,False,False,True,False,False
3,1,2,1,1,0,-0.6351231041744916,1,-0.1265485257759172,0,-1.5196894394328635,-1.708299673391665,-0.3475985419810399,0.8397722656061064,1355,0,0,1,1,0,0,0,1,0,False,False,True,False,True
3,1,1,2,1,0,-1.2165956726936182,1,-0.3511315490376818,2,-1.0172463264814442,-1.4268479017112141,-0.6197445916823825,0.42750618420756953,1626,0,0,1,0,1,1,0,1,0,True,True,False,False,True
1,3,2,1,1,0,-0.2197855552322582,1,-0.07997101773609783,2,1.4949692382756534,-0.8639443583503124,-0.3475985419810399,-0.809292059988041,2223,1,0,0,0,1,1,1,1,1,True,True,False,False,False
2,2,0,1,1,0,-1.424264447164735,4,-0.2969716559681244,2,0.9925261253242339,-1.0046702441905377,1.4893872935030223,-1.496402195652269,3423,0,0,0,1,0,0,1,0,1,True,False,False,True,False
1,1,0,2,0,0,1.2338958660655586,4,-0.7291676026631922,0,0.9925261253242339,0.121136842531266,-0.891890641383725,0.42750618420756953,2268,1,0,1,1,1,1,1,0,0,True,False,True,True,False
2,0,2,1,2,4,0.20939657867471628,3,0.4154114708734537,2,1.4949692382756534,-1.2861220158709887,-0.8238541289583894,0.5649282113404152,2612,0,1,1,1,1,1,1,1,0,True,False,True,True,False
2,2,2,1,0,0,-0.2197855552322582,0,-0.7100311071119487,0,1.4949692382756534,0.121136842531266,-0.41563505440637555,0.977194292738952,1300,1,0,0,0,1,1,0,1,0,False,False,False,False,False
2,1,3,0,0,0,1.3169633758540054,1,-0.704615117804993,0,0.4900830123728144,-0.30104081498941043,-1.7083287904877527,0.977194292738952,1550,1,1,0,1,0,0,0,0,1,True,True,False,False,True
1,2,0,1,2,1,-1.410419862199994,1,-0.4312881907806267,2,-0.01236010057860512,-0.8639443583503124,-0.21152551713036863,-1.221558141386578,1824,1,0,0,1,1,1,0,1,0,True,False,True,False,False
1,2,3,0,0,0,-1.313507767446806,0,-0.7335003941087569,0,-1.0172463264814442,-1.1453961300307633,0.7409856568243304,1.5268824012703344,1322,1,0,0,0,0,0,0,0,1,False,False,True,False,False
1,2,0,2,2,1,0.5832003727227263,0,0.10308942083900613,3,-0.5148032135300246,0.26186272837149144,-0.9599271538090607,0.5649282113404152,2266,0,0,0,0,0,0,1,0,0,True,False,True,True,False
0,3,2,3,0,0,0.1263290688862696,1,-0.7244737452638307,2,-0.01236010057860512,0.121136842531266,1.3533142686523512,-1.3589801685194234,1347,0,1,1,1,1,1,1,0,0,True,False,True,False,False
3,0,2,2,0,0,-0.39976515977389265,3,-0.7241126793100336,3,-0.01236010057860512,-1.4268479017112141,-0.3475985419810399,-0.809292059988041,2160,1,1,0,0,1,1,1,0,0,False,False,True,False,True
2,2,1,2,0,0,-0.23363014019699932,4,-0.7165302942802956,0,-0.5148032135300246,-0.7232184725100869,1.2172412438016798,-0.25960395145665854,2670,0,0,0,0,0,0,0,0,0,False,True,False,True,False
1,2,2,2,0,0,1.0539162615239241,1,-0.7071425794815723,1,1.4949692382756534,-0.30104081498941043,-0.21152551713036863,0.7023502384732607,1496,0,1,1,0,0,0,1,1,1,False,True,False,False,True
0,2,2,3,2,4,0.4309099381105741,1,1.3960666013862395,1,-0.5148032135300246,0.121136842531266,1.2172412438016798,-0.9467140871208866,1175,1,1,0,0,1,1,1,0,0,False,True,False,False,True
0,0,2,0,2,2,0.029416974133081825,1,2.043457856544349,3,-1.5196894394328635,-0.44176670082963587,-1.3681462283610746,-1.221558141386578,3206,0,0,0,0,1,1,0,0,1,False,True,False,False,True
1,3,1,1,0,0,1.5523213202546042,3,-0.7176134921416867,0,1.4949692382756534,-0.44176670082963587,1.2172412438016798,-0.6718700328551954,1978,1,0,0,0,1,1,0,0,0,False,False,False,False,False
1,1,2,2,2,5,0.8877812419470308,0,1.0288625263746405,2,1.4949692382756534,0.9654921575726189,-1.3681462283610746,1.2520383470046432,2432,1,1,0,0,1,1,0,1,1,True,False,False,False,False
1,3,3,0,0,0,-1.5903994667416284,1,-0.705337249712587,1,-0.01236010057860512,0.8247662717323934,-0.5517080792570468,0.42750618420756953,1273,0,1,1,1,1,1,0,1,1,False,True,False,True,False
2,3,3,0,1,0,-0.4689880845975982,1,-0.27964049018586606,2,-1.0172463264814442,1.1062180434128444,1.2172412438016798,-0.9467140871208866,1922,0,1,0,1,0,0,1,0,0,True,False,False,True,False
1,2,1,2,2,4,1.5523213202546042,1,0.3533081268203612,2,1.4949692382756534,-0.7232184725100869,1.557423805928358,0.0152401028090327,1977,0,1,0,0,0,0,0,1,1,False,False,True,False,True
2,2,2,3,1,0,-0.24747472516174043,3,-0.5378026471507562,2,0.9925261253242339,-1.4268479017112141,-0.8238541289583894,0.0152401028090327,1657,0,1,1,0,1,1,1,1,1,False,False,False,False,True
2,3,1,2,1,0,-0.8151027087161261,4,-0.726640140986613,1,-0.01236010057860512,-0.8639443583503124,0.6049126319736591,-0.9467140871208866,2992,1,0,0,0,1,1,1,1,1,True,False,False,False,True
3,2,0,1,2,4,1.164672941241853,0,1.1147962233783382,1,0.4900830123728144,1.1062180434128444,0.06062053257097393,0.977194292738952,1634,1,1,0,1,0,0,0,1,0,True,False,True,False,True
2,1,2,0,1,0,0.6939570524406552,1,-0.17276496786193948,1,0.4900830123728144,0.6840403858921679,0.9450951941003373,-1.496402195652269,2261,1,0,0,1,0,0,0,1,1,True,False,False,False,False
0,3,3,3,0,0,-0.8012581237513849,0,-0.7006433923132254,0,-0.01236010057860512,1.6691215867737461,-0.3475985419810399,1.2520383470046432,822,0,0,0,1,0,0,0,1,0,False,False,True,False,True
3,3,2,1,0,0,1.3723417157129698,3,-0.7212241516796573,1,0.9925261253242339,-0.5824925866698614,0.40080309469765213,0.1526621299418783,2665,0,0,1,0,0,0,0,1,1,True,False,True,False,False
3,1,1,2,2,5,1.275429620959782,0,-0.7259180090790188,3,0.4900830123728144,-0.16031492914918494,-0.9599271538090607,-0.9467140871208866,1888,0,1,0,1,0,0,0,1,0,True,True,False,False,True
1,0,1,2,0,0,0.6247341276169497,4,-0.7085868432967605,1,-0.01236010057860512,-1.4268479017112141,-0.6197445916823825,-1.0841361142537322,2692,0,1,1,0,0,0,0,1,1,True,True,False,False,False
0,3,3,1,1,0,1.7323009247962387,4,-0.025450058712743397,3,1.4949692382756534,-1.4268479017112141,1.4893872935030223,0.0152401028090327,3152,0,0,0,1,0,0,1,0,1,False,False,False,True,False
1,1,2,1,0,0,1.5384767352898632,0,-0.7237516133562366,2,-0.5148032135300246,0.121136842531266,1.4893872935030223,-0.5344480057223497,1991,0,0,1,0,1,1,0,1,1,True,True,False,True,False
3,0,2,3,1,0,0.6108895426522085,4,-0.5551338129330146,2,-0.5148032135300246,-0.5824925866698614,0.809022169249666,-1.221558141386578,2482,1,1,1,1,1,1,0,0,1,False,False,False,False,True
3,2,2,0,0,0,-1.4934873719884405,0,-0.7179745580954838,0,0.4900830123728144,-1.708299673391665,-1.2320732035104032,-1.3589801685194234,1274,0,0,1,0,0,0,0,0,0,True,True,False,True,False
2,1,1,0,1,0,-0.9950823132577605,4,-0.6175982229399041,2,-0.5148032135300246,-1.1453961300307633,0.8770586816750016,0.977194292738952,3436,0,1,1,0,1,1,1,1,0,True,False,True,True,False
0,3,3,2,1,0,-0.8151027087161261,1,-0.7031708539898047,1,0.4900830123728144,1.5283957009335207,1.6254603183536935,1.5268824012703344,1888,0,0,1,1,1,1,1,1,0,True,True,False,True,False
0,2,1,1,0,0,1.2477404510302998,0,-0.7028097880360077,2,1.4949692382756534,-0.16031492914918494,-0.8238541289583894,-1.221558141386578,1568,1,0,0,1,0,0,1,0,0,True,False,True,False,False
1,1,1,0,2,4,0.9570041667707364,1,-0.31213642602760044,0,-0.5148032135300246,1.1062180434128444,0.809022169249666,-1.496402195652269,1508,0,0,1,1,1,1,0,0,1,False,True,False,True,False
2,0,3,1,0,0,-1.3550415223410295,1,-0.7161692283264985,3,-1.0172463264814442,-0.30104081498941043,-1.5042192532117458,0.7023502384732607,1202,1,1,1,1,1,1,1,1,0,True,True,False,True,False
0,3,0,2,0,0,1.026227091594442,4,-0.7248348112176277,2,-1.5196894394328635,-0.5824925866698614,-1.5042192532117458,-1.3589801685194234,1813,0,0,0,0,0,0,0,1,0,False,False,True,False,True
2,2,3,3,1,0,-0.7735689538219027,4,-0.6421507077981035,3,-0.01236010057860512,1.6691215867737461,-1.096000178659732,0.0152401028090327,2245,1,1,1,0,0,0,1,0,1,True,False,False,False,True
3,3,1,2,0,0,-0.24747472516174043,4,-0.7176134921416867,2,-0.5148032135300246,-1.708299673391665,-0.27956202955570425,1.389460374137489,2867,0,1,1,1,1,1,1,1,0,True,False,True,True,False
3,2,0,3,0,0,0.07095072902730516,0,-0.7132807006961221,0,-1.5196894394328635,-1.0046702441905377,0.6729491443989947,0.1526621299418783,1062,1,0,1,0,0,0,1,0,0,True,True,False,False,True
2,1,3,0,0,0,-0.8843256335398316,3,-0.7316950643397716,2,0.9925261253242339,0.121136842531266,-0.7558176165330537,0.977194292738952,2592,0,1,1,1,1,1,1,1,0,True,False,False,False,False
